,algoritmo,train_method,normalizacao,selecao_feat,dataset_treino,dataset_test,acuracia,precisao,recall,f1
37,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-92-test.csv,0.8452272727272727,1.0,0.6904545454545454,0.8168862597472438
38,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-93-test.csv,0.8411818181818181,1.0,0.6823636363636364,0.8111963687452718
39,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-94-test.csv,0.8424090909090909,1.0,0.6848181818181818,0.8129282900771596
40,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-90-test.csv,0.8836818181818182,1.0,0.7673636363636364,0.8683709685715755
41,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-91-test.csv,0.8786818181818182,1.0,0.7573636363636363,0.8619316124359837
42,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-92-test.csv,0.8799090909090909,1.0,0.7598181818181818,0.8635189585701002
43,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-93-test.csv,0.879,1.0,0.758,0.8623435722411832
44,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-94-test.csv,0.8798181818181818,1.0,0.7596363636363637,0.8634015292415789
45,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-90-test.csv,0.837590909090909,1.0,0.6751818181818182,0.806099744939491
46,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-91-test.csv,0.8343636363636364,1.0,0.6687272727272727,0.8014818043146654
47,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-92-test.csv,0.834,1.0,0.668,0.8009592326139089
48,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-93-test.csv,0.8291818181818181,1.0,0.6583636363636364,0.7939918868545115
49,Gaussian Naive Bayes,Holdout,-,Tree,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-94-test.csv,0.8328636363636364,1.0,0.6657272727272727,0.7993232549255035
50,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-90-test.csv,0.8224545454545454,1.0,0.6449090909090909,0.7841273350281861
51,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-91-test.csv,0.8209090909090909,1.0,0.6418181818181818,0.7818383167220376
52,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-92-test.csv,0.8217727272727273,1.0,0.6435454545454545,0.7831185353172188
53,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-93-test.csv,0.8216818181818182,1.0,0.6433636363636364,0.7829839021961609
54,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-94-test.csv,0.8202727272727273,1.0,0.6405454545454545,0.7808932727474233
55,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-90-test.csv,0.7764090909090909,1.0,0.5528181818181818,0.7120192026227973
56,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-91-test.csv,0.7742272727272728,1.0,0.5484545454545454,0.7083895966652967
57,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-92-test.csv,0.7756818181818181,1.0,0.5513636363636364,0.7108116026955759
58,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-93-test.csv,0.7735454545454545,1.0,0.5470909090909091,0.7072511458455752
59,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-94-test.csv,0.7782272727272728,1.0,0.5564545454545454,0.7150283277845919
60,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-90-test.csv,0.8445909090909091,1.0,0.6891818181818182,0.8159948334320004
61,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-91-test.csv,0.8423636363636363,1.0,0.6847272727272727,0.8128642348370386
62,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-92-test.csv,0.8452272727272727,1.0,0.6904545454545454,0.8168862597472438
63,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-93-test.csv,0.8411818181818181,1.0,0.6823636363636364,0.8111963687452718
64,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-94-test.csv,0.8424090909090909,1.0,0.6848181818181818,0.8129282900771596
65,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-90-test.csv,0.8836818181818182,1.0,0.7673636363636364,0.8683709685715755
66,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-91-test.csv,0.8786818181818182,1.0,0.7573636363636363,0.8619316124359837
67,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-92-test.csv,0.8799090909090909,1.0,0.7598181818181818,0.8635189585701002
68,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-93-test.csv,0.879,1.0,0.758,0.8623435722411832
69,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-94-test.csv,0.8798181818181818,1.0,0.7596363636363637,0.8634015292415789
70,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-90-test.csv,0.837590909090909,1.0,0.6751818181818182,0.806099744939491
71,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-91-test.csv,0.8343636363636364,1.0,0.6687272727272727,0.8014818043146654
72,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-92-test.csv,0.834,1.0,0.668,0.8009592326139089
73,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-93-test.csv,0.8291818181818181,1.0,0.6583636363636364,0.7939918868545115
74,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,all_iot_05_05_05-90-trains.csv,health-monitor_05_05_05-94-test.csv,0.8328636363636364,1.0,0.6657272727272727,0.7993232549255035
75,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-90-test.csv,0.8224545454545454,1.0,0.6449090909090909,0.7841273350281861
76,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-91-test.csv,0.8209090909090909,1.0,0.6418181818181818,0.7818383167220376
77,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-92-test.csv,0.8217727272727273,1.0,0.6435454545454545,0.7831185353172188
78,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-93-test.csv,0.8216818181818182,1.0,0.6433636363636364,0.7829839021961609
79,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,appliences_05_05_05-94-test.csv,0.8202727272727273,1.0,0.6405454545454545,0.7808932727474233
80,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-90-test.csv,0.7764090909090909,1.0,0.5528181818181818,0.7120192026227973
81,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-91-test.csv,0.7742272727272728,1.0,0.5484545454545454,0.7083895966652967
82,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-92-test.csv,0.7756818181818181,1.0,0.5513636363636364,0.7108116026955759
83,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-93-test.csv,0.7735454545454545,1.0,0.5470909090909091,0.7072511458455752
84,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,cameras_05_05_05-94-test.csv,0.7782272727272728,1.0,0.5564545454545454,0.7150283277845919
85,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-90-test.csv,0.8445909090909091,1.0,0.6891818181818182,0.8159948334320004
86,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-91-test.csv,0.8423636363636363,1.0,0.6847272727272727,0.8128642348370386
87,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-92-test.csv,0.8452272727272727,1.0,0.6904545454545454,0.8168862597472438
88,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-93-test.csv,0.8411818181818181,1.0,0.6823636363636364,0.8111963687452718
89,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,controller-hubs_05_05_05-94-test.csv,0.8424090909090909,1.0,0.6848181818181818,0.8129282900771596
90,Gaussian Naive Bayes,Holdout,-,PCA,all_iot_05_05_05-90-trains.csv,energy-managment_05_05_05-90-test.csv,0.8836818181818182,1.0,0.7673636363636364,0.8683709685715755
